Username,Project,Match (0-60%),Match (60-65%),Match (65-70%),Match (70-75%),Match (75-80%),Match (80-85%),Match (85-90%),Match (90-95%),Match (95-100%),Match (100%),New_total,Edit_total,Review_total
chojs23,bitbucket.org,2935,435,499,295,323,236,254,283,92,61,5413,231,0
